genome_id,NCBI_genus,NCBI_species,accession_numbers_all,BioSample,completeness,topology_longest_contig,contigger_used,number_of_replicons_contigs,number_of_plasmids,number_of_extrachromosomal,longest_contig_length (bp),total_assembly_length (bp),nanopore_coverage,1034_N50 (bp),1034_total_read_length (bp,illumina_read_pairs,polypolish_depth_of_zero (bp),longest_contig_total_genes,longest_contig_CDS_w_protein,rRNAs_longest_contig,tRNAs_longest_contig,GC_percent_genome (%),complete_BUSCOs_act_class,complete_single_copy_BUSCOs_act_class,complete_duplicated_BUSCOs_act_class,fragmented_BUSCOs_act_class,missing_BUSCOs_act_class,total_BUSCOs_searched_act_class,TIR_length_complete_Streptomyces (bp),filtlong keep-percent,genus_gtdb,species_gtdb,MASH_species,assigned_species,Assembly,Level,WGS,Chrs,Strain,Taxonomy,source
NBC_01338,Streptomyces,cyaneofuscatus,CP108367,SAMN24016525,chromosome,linear,npgm-contigger NBC_01338,1,0,0,8429929,8429929,167x,13861,1416097317,4965971,1043,7431,7205,"6, 6, 6 (5S, 16S, 23S)",68,71.55,355,350,5,1,0,356,123430.0,,Streptomyces,Streptomyces cyaneofuscatus,,Streptomyces cyaneofuscatus,GCA_035950875.1,Complete genome,undefined,1,NBC_01338,Streptomyces cyaneofuscatus,custom
NBC_01340,Streptomyces,sp.,"CP108365,CP108366",SAMN24016526,chromosome,linear,npgm-contigger NBC_01340,2,1,0,10308083,12015560,27x,18797,326151446,4341054,900,11095,10126,"7, 7, 7 (5S, 16S, 23S)",75,69.83,354,348,6,2,0,356,405775.0,,Streptomyces,Streptomyces sp.,sp_mash_004,Streptomyces sp. (sp_mash_004),GCA_035949105.1,Complete genome,undefined,2,NBC_01340,Streptomyces sp. NBC_01340,custom
NBC_01341,Streptomyces,sp.,CP108364,SAMN24016527,chromosome,linear,flye-contigger NBC_01341,1,0,0,7411387,7411387,51x,13625,388767765,4498621,660,6508,6201,"6, 6, 6 (5S, 16S, 23S)",68,70.55,355,352,3,1,0,356,15176.0,,Streptomyces,Streptomyces sp.,sp_mash_119,Streptomyces sp. (sp_mash_119),GCA_035946055.1,Complete genome,undefined,1,NBC_01341,Streptomyces sp. NBC_01341,custom
NBC_01343,Streptomyces,sp.,"CP108362,CP108363",SAMN24016528,chromosome,linear,flye-contigger NBC_01343,2,1,0,8297176,8981933,15x,11793,149477794,4873835,21426,8093,7699,"7, 7, 7 (5S, 16S, 23S)",73,72.07,355,352,3,1,0,356,14418.0,,Streptomyces,Streptomyces sp000720145,,Streptomyces sp000720145,GCA_035943135.1,Complete genome,undefined,2,NBC_01343,Streptomyces sp. NBC_01343,custom
NBC_01344,[Kitasatospora],papulosa,CP108361,SAMN24016529,chromosome,linear,flye-contigger NBC_01344,1,0,0,7648620,7648620,115x,14837,902297787,4136097,148,6715,6500,"6, 6, 6 (5S, 16S, 23S)",68,71.1,355,355,0,1,0,356,4208.0,,Streptomyces,Streptomyces papulosus,,Streptomyces papulosus,GCA_035940175.1,Complete genome,undefined,1,NBC_01344,[Kitasatospora] papulosa,custom
NBC_01345,Streptomyces,griseus,"JAPEPE010000001,JAPEPE010000002,JAPEPE010000003",SAMN24016530,near-complete,linear,flye-contigger NBC_01345,3,0,0,7149729,8198468,9x,10996,91678239,4473231,6765,7227,6998,"6, 6, 6 (5S, 16S, 23S)",70,71.81,355,354,1,1,0,356,,,Streptomyces,Streptomyces fimicarius,,Streptomyces fimicarius,GCA_026340455.1,Contig,JAPEPE000000000,undefined,NBC_01345,Streptomyces griseus,custom
NBC_01346,Streptomyces,microflavus,CP108360,SAMN24016531,chromosome,linear,flye-contigger NBC_01346,1,0,0,8434431,8434431,115x,21404,1001028007,4079267,4604,7567,7346,"6, 6, 6 (5S, 16S, 23S)",69,71.27,355,352,3,1,0,356,56872.0,,Streptomyces,Streptomyces microflavus,,Streptomyces microflavus,GCA_036237355.1,Complete genome,undefined,1,NBC_01346,Streptomyces microflavus,custom
NBC_01347,[Kitasatospora],papulosa,CP108359,SAMN24016532,chromosome,linear,flye-contigger NBC_01347,1,0,0,7680165,7680165,68x,16460,535199899,4434540,1213,6818,6574,"6, 6, 6 (5S, 16S, 23S)",69,70.94,355,354,1,1,0,356,100.0,,Streptomyces,Streptomyces papulosus,,Streptomyces papulosus,GCA_036237335.1,Complete genome,undefined,1,NBC_01347,[Kitasatospora] papulosa,custom
NBC_01351,Streptomyces,sp.,"CP108356,CP108357,CP108358",SAMN24016533,chromosome,linear,npgm-contigger NBC_01351,3,2,0,8455151,8902773,56x,15398,511678992,4590634,5712,8269,7889,"7, 7, 7 (5S, 16S, 23S)",78,71.52,355,354,1,1,0,356,24069.0,,Streptomyces,Streptomyces sp.,sp_mash_143,Streptomyces sp. (sp_mash_143),GCA_036237315.1,Complete genome,undefined,3,NBC_01351,Streptomyces sp. NBC_01351,custom
NBC_01352,Streptomyces,sp.,"CP108354,CP108355",SAMN24016534,chromosome,linear,flye-contigger NBC_01352,2,1,0,11274169,11315690,54x,15026,629063346,4030976,52,10448,9950,"6, 6, 6 (5S, 16S, 23S)",72,70.53,355,352,3,1,0,356,41492.0,,Streptomyces,Streptomyces sp.,sp_mash_027,Streptomyces sp. (sp_mash_027),GCA_036237295.1,Complete genome,undefined,2,NBC_01352,Streptomyces sp. NBC_01352,custom
NBC_01353,Streptomyces,sp.,"CP108352,CP108353",SAMN24016535,chromosome,linear,flye-contigger NBC_01353,2,1,0,8472668,8565674,111x,17270,980145303,5005148,2078,7994,7617,"6, 6, 6 (5S, 16S, 23S)",69,70.86,355,355,0,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_142,Streptomyces sp. (sp_mash_142),GCA_036237275.1,Complete genome,undefined,2,NBC_01353,Streptomyces sp. NBC_01353,custom
NBC_01355,[Kitasatospora],papulosa,CP108351,SAMN24016536,chromosome,linear,flye-contigger NBC_01355,1,0,0,7734989,7734989,29x,8285,236550585,4904842,396,6887,6627,"6, 6, 6 (5S, 16S, 23S)",68,70.95,355,354,1,1,0,356,,,Streptomyces,Streptomyces papulosus,,Streptomyces papulosus,GCA_036237255.1,Complete genome,undefined,1,NBC_01355,[Kitasatospora] papulosa,custom
NBC_01356,Streptomyces,sp.,CP108350,SAMN24016537,chromosome,linear,npgm-contigger NBC_01356,1,0,0,10293779,10293779,76x,12237,784977440,5211838,4548,9182,8901,"6, 6, 6 (5S, 16S, 23S)",74,69.85,355,352,3,1,0,356,164565.0,,Streptomyces,Streptomyces sp.,sp_mash_005,Streptomyces sp. (sp_mash_005),GCA_036237235.1,Complete genome,undefined,1,NBC_01356,Streptomyces sp. NBC_01356,custom
NBC_01358,Streptomyces,sp.,CP108349,SAMN24016538,chromosome,linear,flye-contigger NBC_01358,1,0,0,9442996,9442996,43x,8119,420616135,4637706,746,8230,7937,"7, 7, 7 (5S, 16S, 23S)",71,70.7,355,354,1,1,0,356,,50.0,Streptomyces,Streptomyces sp.,sp_mash_017,Streptomyces sp. (sp_mash_017),GCA_036237215.1,Complete genome,undefined,1,NBC_01358,Streptomyces sp. NBC_01358,custom
NBC_01359,Streptomyces,decoyicus,"CP108347,CP108348",SAMN24016539,chromosome,linear,flye-contigger NBC_01359,2,1,0,9038935,9274166,65x,16495,621796276,5955820,208,8146,7813,"8, 7, 7 (5S, 16S, 23S)",66,70.87,355,350,5,1,0,356,6332.0,,Streptomyces,Streptomyces decoyicus,,Streptomyces decoyicus,GCA_036237195.1,Complete genome,undefined,2,NBC_01359,Streptomyces decoyicus,custom
NBC_01360,Streptomyces,canus,CP108346,SAMN24016540,chromosome,linear,npgm-contigger NBC_01360,1,0,0,11497089,11497089,32x,15935,385198723,5522322,457,10506,10036,"6, 6, 6 (5S, 16S, 23S)",74,70.19,355,351,4,1,0,356,178579.0,,Streptomyces,Streptomyces canus,,Streptomyces canus,GCA_036237135.1,Complete genome,undefined,1,NBC_01360,Streptomyces canus,custom
NBC_01361,Streptomyces,sp.,"CP109589,CP109590,CP109591",SAMN24016541,chromosome,linear,npgm-contigger NBC_01361,3,2,0,10720672,11328791,94x,16553,1097616979,4570903,829,10372,9772,"7, 7, 7 (5S, 16S, 23S)",69,70.08,355,352,3,1,0,356,3036.0,,Streptomyces,Streptomyces sp002803065,,Streptomyces sp002803065,GCA_036250945.1,Complete genome,undefined,3,NBC_01361,Streptomyces sp. NBC_01361,custom
NBC_01362,Streptomyces,sp.,"CP109586,CP109587,CP109588",SAMN24016542,chromosome,linear,flye-contigger NBC_01362,3,2,0,9346444,9970855,59x,16165,605808188,5533670,850,9008,8509,"6, 6, 6 (5S, 16S, 23S)",71,70.55,354,348,6,2,0,356,9023.0,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_036250835.1,Complete genome,undefined,3,NBC_01362,Streptomyces sp. NBC_01362,custom
NBC_01363,Streptomyces,sp.,"JAPEPF010000001,JAPEPF010000002,JAPEPF010000003",SAMN24016543,near-complete,linear,flye-contigger NBC_01363,3,0,0,6134957,9010302,33x,17204,343676244,4395419,1503,8114,7592,"6, 6, 6 (5S, 16S, 23S)",70,70.34,353,350,3,2,1,356,,70.0,Streptomyces,Streptomyces sp.,sp_mash_039,Streptomyces sp. (sp_mash_039),GCA_026340595.1,Contig,JAPEPF000000000,undefined,NBC_01363,Streptomyces sp. NBC_01363,custom
NBC_01365,Streptomyces,uncialis,"CP109583,CP109584,CP109585",SAMN24016544,chromosome,linear,flye-contigger NBC_01365,3,2,0,9117749,9258615,74x,17696,715546914,4743286,14145,7813,7524,"6, 6, 6 (5S, 16S, 23S)",68,71.96,355,353,2,1,0,356,21990.0,,Streptomyces,Streptomyces uncialis,,Streptomyces uncialis,GCA_036250755.1,Complete genome,undefined,3,NBC_01365,Streptomyces uncialis,custom
NBC_01366,Streptomyces,griseoaurantiacus,"CP109581,CP109582",SAMN24016545,chromosome,linear,npgm-contigger NBC_01366,2,0,1,7654876,7659973,28x,9815,223786948,4484679,4359,6695,6461,"6, 6, 6 (5S, 16S, 23S)",67,72.66,353,353,0,2,1,356,70722.0,,Streptomyces,Streptomyces griseoaurantiacus,,Streptomyces griseoaurantiacus,GCA_041439005.1,Complete genome,undefined,2,NBC_01366,Streptomyces griseoaurantiacus,custom
NBC_01367,Streptomyces,sp.,CP109580,SAMN24016546,chromosome,linear,npgm-contigger NBC_01367,1,0,0,10119162,10119162,41x,17425,428993939,5213735,1363,9242,8837,"7, 7, 7 (5S, 16S, 23S)",74,71.43,355,353,2,1,0,356,182207.0,,Streptomyces,Streptomyces sp.,sp_mash_012,Streptomyces sp. (sp_mash_012),,,,,,,custom
NBC_01369,Streptomyces,sp.,"CP109575,CP109576,CP109577,CP109578,CP109579",SAMN24016547,chromosome,linear,npgm-contigger NBC_01369,5,4,0,9584063,10678102,45x,19211,489483346,5160725,343,9654,9103,"6, 6, 6 (5S, 16S, 23S)",68,70.36,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,,,,,,,custom
NBC_01370,Streptomyces,canus,CP109574,SAMN24016548,chromosome,linear,flye-contigger NBC_01370,1,0,0,10683296,10683296,22x,18648,243913358,5714832,373,9760,9329,"6, 6, 6 (5S, 16S, 23S)",68,70.2,355,352,3,1,0,356,16917.0,,Streptomyces,Streptomyces canus,,Streptomyces canus,,,,,,,custom
NBC_01372,Streptomyces,anthocyanicus,"CP109571,CP109572,CP109573",SAMN24016549,chromosome,linear,flye-contigger NBC_01372,3,2,0,8344052,9076858,18x,16797,178983413,4672864,777,8053,7761,"6, 6, 6 (5S, 16S, 23S)",66,71.99,355,351,4,1,0,356,23488.0,,Streptomyces,Streptomyces anthocyanicus,,Streptomyces anthocyanicus,,,,,,,custom
NBC_01373,Streptomyces,sp.,"JAPEPG010000001,JAPEPG010000002,JAPEPG010000003,JAPEPG010000004,JAPEPG010000005",SAMN24016550,near-complete,linear,flye-contigger NBC_01373,5,0,0,8368000,11509233,41x,17806,492560381,4147112,462,10696,10202,"6, 6, 6 (5S, 16S, 23S)",73,70.5,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_027,Streptomyces sp. (sp_mash_027),GCA_026340395.1,Contig,JAPEPG000000000,undefined,NBC_01373,Streptomyces sp. NBC_01373,custom
NBC_01374,Streptomyces,albidoflavus,CP109570,SAMN24016551,chromosome,linear,flye-contigger NBC_01374,1,0,0,7285611,7285611,227x,14728,1679751770,5024796,211,6346,6153,"7, 7, 7 (5S, 16S, 23S)",67,73.26,355,352,3,1,0,356,288.0,,Streptomyces,Streptomyces albidoflavus,,Streptomyces albidoflavus,,,,,,,custom
NBC_01377,Nocardia,sp.,"CP109566,CP109567,CP109568,CP109569",SAMN24016552,chromosome,circular,flye-contigger NBC_01377,4,3,0,8870139,9632804,40x,14683,401767853,5419436,2,8722,8367,"3, 3, 3 (5S, 16S, 23S)",57,66.97,356,352,4,0,0,356,,,Nocardia,Nocardia sp.,sp_mash_112,Nocardia sp. (sp_mash_112),,,,,,,custom
NBC_01378,Streptomyces,sp.,CP109565,SAMN24016553,chromosome,linear,npgm-contigger NBC_01378,1,0,0,10541167,10541167,22x,17401,255051132,5261747,10,9802,9148,"7, 7, 7 (5S, 16S, 23S)",71,70.17,355,350,5,1,0,356,67771.0,,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,,,,,,,custom
NBC_01379,Streptomyces,uncialis,"JAPEPH010000001,JAPEPH010000002,JAPEPH010000003,JAPEPH010000004",SAMN24016554,near-complete,linear,flye-contigger NBC_01379,4,0,0,4839825,9193344,42x,22294,436139654,5746326,152,7720,7438,"6, 6, 6 (5S, 16S, 23S)",68,71.97,355,352,3,1,0,356,,,Streptomyces,Streptomyces uncialis,,Streptomyces uncialis,GCA_026340285.1,Contig,JAPEPH000000000,undefined,NBC_01379,Streptomyces uncialis,custom
NBC_01381,Streptomyces,sp.,"JAPEPI010000001,JAPEPI010000002,JAPEPI010000003,JAPEPI010000004,JAPEPI010000005,JAPEPI010000006,JAPEPI010000007,JAPEPI010000008",SAMN24016555,near-complete,linear,flye-contigger NBC_01381,8,0,0,4662735,9866105,14x,8822,148430948,3760672,7,9014,8656,"6, 6, 6 (5S, 16S, 23S)",70,70.22,354,354,0,1,1,356,,,Streptomyces,Streptomyces sp.,sp_mash_076,Streptomyces sp. (sp_mash_076),GCA_026340305.1,Contig,JAPEPI000000000,undefined,NBC_01381,Streptomyces sp. NBC_01381,custom
NBC_01383,Streptomyces,sp.,"CP109561,CP109562,CP109563,CP109564",SAMN24016556,chromosome,linear,flye-contigger NBC_01383,4,3,0,8882248,9076161,49x,14704,468597041,5290758,31,8184,7727,"6, 6, 6 (5S, 16S, 23S)",72,70.55,355,352,3,1,0,356,5027.0,,Streptomyces,Streptomyces laculatispora,,Streptomyces laculatispora,,,,,,,custom
NBC_01384,Streptomyces,sp.,"CP109559,CP109560",SAMN24016557,chromosome,linear,npgm-contigger NBC_01384,2,1,0,10362366,11543172,21x,18133,253767534,4380746,184,10614,9728,"7, 7, 7 (5S, 16S, 23S)",81,69.98,355,352,3,1,0,356,268280.0,,Streptomyces,Streptomyces sp.,sp_mash_063,Streptomyces sp. (sp_mash_063),,,,,,,custom
NBC_01386,Streptomyces,sp.,CP109558,SAMN24016558,chromosome,linear,npgm-contigger NBC_01386,1,0,0,11327439,11327439,16x,17535,193168537,3904926,73,10511,9833,"7, 7, 7 (5S, 16S, 23S)",71,69.96,355,350,5,1,0,356,132974.0,,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,,,,,,,custom
NBC_01387,Streptomyces,sp.,"CP109556,CP109557",SAMN24016559,chromosome,linear,flye-contigger NBC_01387,2,1,0,7936992,8086610,48x,14870,403198559,4355446,83,7158,6864,"6, 6, 6 (5S, 16S, 23S)",66,70.12,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_014,Streptomyces sp. (sp_mash_014),,,,,,,custom
NBC_01388,Nocardia,sp.,"CP109553,CP109554,CP109555",SAMN24016560,chromosome,circular,flye-contigger NBC_01388,3,2,0,8856540,8957172,44x,15564,428515961,5365895,2,8451,8223,"4, 4, 4 (5S, 16S, 23S)",60,66.36,356,348,8,0,0,356,,,Nocardia,Nocardia sp.,sp_mash_091,Nocardia sp. (sp_mash_091),,,,,,,custom
NBC_01389,Microbispora,sp.,CP109552,SAMN24016561,chromosome,circular,flye-contigger NBC_01389,1,0,0,7460551,7460551,51x,12754,388593241,5703162,6,6565,6359,"5, 5, 5 (5S, 16S, 23S)",57,71.46,355,348,7,1,0,356,,,Microbispora,Microbispora amethystogenes,,Microbispora amethystogenes,,,,,,,custom
NBC_01390,Streptomyces,sp.,CP109551,SAMN24016562,chromosome,linear,flye-contigger NBC_01390,1,0,0,11308271,11308271,20x,14760,244776434,4258831,53,10066,9660,"6, 6, 6 (5S, 16S, 23S)",74,69.78,354,352,2,2,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_220,Streptomyces sp. (sp_mash_220),,,,,,,custom
NBC_01391,Streptomyces,microflavus,CP109550,SAMN24016563,chromosome,linear,flye-contigger NBC_01391,1,0,0,8034003,8034003,25x,21081,207905394,5173805,139,7138,6957,"6, 6, 6 (5S, 16S, 23S)",68,71.44,355,351,4,1,0,356,14224.0,,Streptomyces,Streptomyces microflavus,,Streptomyces microflavus,,,,,,,custom
NBC_01392,Micromonospora,sp.,CP109549,SAMN24016564,chromosome,circular,flye-contigger NBC_01392,1,0,0,7064414,7064414,54x,17012,392089363,5171183,2,6209,6057,"3, 3, 3 (5S, 16S, 23S)",52,73.23,351,346,5,2,3,356,,,Micromonospora,Micromonospora sp003027925,,Micromonospora sp003027925,,,,,,,custom
NBC_01393,Streptomyces,sp.,"CP109546,CP109547,CP109548",SAMN24016565,chromosome,linear,npgm-contigger NBC_01393,3,0,2,10228639,10244479,24x,12396,255352530,4470092,249,9065,8592,"8, 8, 8 (5S, 16S, 23S)",79,70.62,355,352,3,1,0,356,252657.0,,Streptomyces,Streptomyces sp.,sp_mash_019,Streptomyces sp. (sp_mash_019),,,,,,,custom
NBC_01396,Streptomyces,sp.,CP109545,SAMN24016566,chromosome,linear,npgm-contigger NBC_01396,1,0,0,10133960,10133960,128x,13405,1323211898,4790713,176,9342,8863,"6, 6, 6 (5S, 16S, 23S)",69,70.29,354,352,2,1,1,356,94266.0,,Streptomyces,Streptomyces sp.,sp_mash_002,Streptomyces sp. (sp_mash_002),,,,,,,custom
NBC_01397,Streptomyces,sp.,"CP109538,CP109539,CP109540,CP109541,CP109542,CP109543,CP109544",SAMN24016567,near-complete,linear,npgm-contigger NBC_01397,7,0,6,9840777,10045558,14x,29894,144551156,3750715,160,9079,8611,"7, 7, 7 (5S, 16S, 23S)",69,70.4,355,351,4,1,0,356,,25.0,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,GCA_041438945.1,Chromosome,undefined,1,NBC_01397,Streptomyces sp. NBC_01397,custom
NBC_01401,Streptomyces,sp.,"CP109535,CP109536,CP109537",SAMN24016568,chromosome,linear,npgm-contigger NBC_01401,3,1,1,8080713,8182608,92x,13659,768783996,6097654,149,7388,7117,"6, 6, 6 (5S, 16S, 23S)",70,70.52,354,353,1,2,0,356,77657.0,,Streptomyces,Streptomyces sp.,sp_mash_069,Streptomyces sp. (sp_mash_069),,,,,,,custom
NBC_01403,Sphaerisporangium,sp.,CP109534,SAMN24016569,chromosome,circular,flye-contigger NBC_01403,1,0,0,10037836,10037836,12x,17883,127119805,5155483,394,8972,8737,"5, 5, 5 (5S, 16S, 23S)",62,70.22,356,347,9,0,0,356,,,Sphaerisporangium,Sphaerisporangium sp.,sp_mash_104,Sphaerisporangium sp. (sp_mash_104),,,,,,,custom
NBC_01405,Micromonospora,sp.,"CP109532,CP109533",SAMN24016570,chromosome,circular,flye-contigger NBC_01405,2,1,0,7269126,7286859,23x,18851,174114873,5484054,13,6232,6021,"4, 4, 4 (5S, 16S, 23S)",52,72.67,351,347,4,1,4,356,,,Micromonospora,Micromonospora sp.,sp_mash_227,Micromonospora sp. (sp_mash_227),,,,,,,custom
NBC_01408,Streptomyces,sp.,"JAPEPJ010000001,JAPEPJ010000002,JAPEPJ010000003,JAPEPJ010000004,JAPEPJ010000005,JAPEPJ010000006,JAPEPJ010000007,JAPEPJ010000008,JAPEPJ010000009,JAPEPJ010000010,JAPEPJ010000011,JAPEPJ010000012",SAMN24016571,near-complete,linear,flye-contigger NBC_01408,12,0,0,4965974,7304532,20x,9341,158856645,4696599,304,6444,6194,"7, 7, 7 (5S, 16S, 23S)",72,71.98,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_088,Streptomyces sp. (sp_mash_088),GCA_026340255.1,Contig,JAPEPJ000000000,undefined,NBC_01408,Streptomyces sp. NBC_01408,custom
NBC_01409,Streptomyces,phaeochromogenes,CP109531,SAMN24016572,chromosome,linear,flye-contigger NBC_01409,1,0,0,11619802,11619802,63x,19555,755802165,5880201,88,10021,9733,"6, 6, 6 (5S, 16S, 23S)",70,70.16,355,350,5,1,0,356,17026.0,,Streptomyces,Streptomyces phaeochromogenes,,Streptomyces phaeochromogenes,,,,,,,custom
NBC_01410,Streptomyces,sp.,CP109530,SAMN24016573,chromosome,linear,npgm-contigger NBC_01410,1,0,0,8339859,8339859,25x,20977,223542353,5893153,19782,7570,7246,"6, 6, 6 (5S, 16S, 23S)",67,69.77,355,353,2,1,0,356,100415.0,,Streptomyces,Streptomyces sp.,sp_mash_011,Streptomyces sp. (sp_mash_011),,,,,,,custom
NBC_01411,Streptomyces,sp.,CP109529,SAMN24016574,chromosome,linear,flye-contigger NBC_01411,1,0,0,8601356,8601356,27x,14954,245823866,5557101,121,7609,7320,"6, 6, 6 (5S, 16S, 23S)",64,70.17,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_008,Streptomyces sp. (sp_mash_008),,,,,,,custom
NBC_01412,Micromonospora,sp.,CP109528,SAMN24016575,chromosome,circular,flye-contigger NBC_01412,1,0,0,8106527,8106527,19x,9605,160038501,6045177,21,6934,6628,"4, 4, 4 (5S, 16S, 23S)",52,72.58,352,347,5,2,2,356,,,Micromonospora,Micromonospora rubida,,Micromonospora rubida,,,,,,,custom
NBC_01413,Nocardia,salmonicida,CP109527,SAMN24016576,chromosome,circular,flye-contigger NBC_01413,1,0,0,7450637,7450637,79x,19226,599562347,5863070,7,6952,6823,"5, 5, 5 (5S, 16S, 23S)",53,67.19,356,353,3,0,0,356,,,Nocardia,Nocardia salmonicida,,Nocardia salmonicida,,,,,,,custom
NBC_01416,Kitasatospora,purpeofusca,"JAPEPK010000001,JAPEPK010000002,JAPEPK010000003",SAMN24016577,near-complete,linear,flye-contigger NBC_01416,3,0,0,9592751,9791171,39x,22448,398997214,5339386,157,8417,8107,"12, 12, 12 (5S, 16S, 23S)",80,73.2,354,352,2,1,1,356,,,Kitasatospora,Kitasatospora purpeofusca,,Kitasatospora purpeofusca,GCA_026340265.1,Contig,JAPEPK000000000,undefined,NBC_01416,Kitasatospora purpeofusca,custom
NBC_01417,Streptomyces,anulatus,"CP109518,CP109519,CP109520,CP109521",SAMN24016578,chromosome,linear,npgm-contigger NBC_01417,4,3,0,8728677,9176897,135x,15145,1299086085,4792066,85,8216,7926,"6, 6, 6 (5S, 16S, 23S)",69,71.36,355,355,0,1,0,356,81.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01418,Streptomyces,anulatus,CP109517,SAMN24016579,chromosome,linear,flye-contigger NBC_01418,1,0,0,8718487,8718487,34x,21994,311273588,5839843,36,7597,7365,"6, 6, 6 (5S, 16S, 23S)",68,71.44,355,355,0,1,0,356,38475.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01419,Streptomyces,anulatus,"CP109515,CP109516",SAMN24016580,chromosome,linear,flye-contigger NBC_01419,2,1,0,9038323,9129229,20x,15257,196194609,4579732,251,7988,7744,"6, 6, 6 (5S, 16S, 23S)",67,71.47,355,355,0,1,0,356,,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_01420,Streptomyces,sp.,"CP109513,CP109514",SAMN24016581,chromosome,linear,flye-contigger NBC_01420,2,1,0,7664997,7870382,202x,15306,1645961563,5423329,8,7064,6870,"6, 6, 6 (5S, 16S, 23S)",70,71.78,354,353,1,1,1,356,21341.0,,Streptomyces,Streptomyces sp900105515,,Streptomyces sp900105515,,,,,,,custom
NBC_01421,Streptomyces,anulatus,"CP109511,CP109512",SAMN24016582,chromosome,linear,flye-contigger NBC_01421,2,1,0,9017348,9054251,33x,27546,311583698,6239904,145,7995,7730,"6, 6, 6 (5S, 16S, 23S)",68,71.34,355,355,0,1,0,356,,50.0,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,GCA_036232045.1,Complete genome,undefined,2,NBC_01421,Streptomyces anulatus,custom
NBC_01422,Streptomyces,sp.,"CP109508,CP109509,CP109510",SAMN24016583,chromosome,linear,flye-contigger NBC_01422,3,2,0,7750119,7998430,22x,12154,192144785,6171212,40,7349,7058,"6, 6, 6 (5S, 16S, 23S)",69,71.24,355,354,1,1,0,356,14694.0,,Streptomyces,Streptomyces sp002711365,,Streptomyces sp002711365,GCA_036232025.1,Complete genome,undefined,3,NBC_01422,Streptomyces sp. NBC_01422,custom
NBC_01423,Streptomyces,sp.,"CP109506,CP109507",SAMN24016584,chromosome,linear,flye-contigger NBC_01423,2,1,0,7602278,7801618,36x,21284,297272361,5625794,203,6961,6762,"6, 6, 6 (5S, 16S, 23S)",69,71.72,354,353,1,1,1,356,21178.0,,Streptomyces,Streptomyces sp900105515,,Streptomyces sp900105515,GCA_036232005.1,Complete genome,undefined,2,NBC_01423,Streptomyces sp. NBC_01423,custom
NBC_01424,Streptomyces,microflavus,"JAPEPL010000001,JAPEPL010000002,JAPEPL010000003,JAPEPL010000004,JAPEPL010000005,JAPEPL010000006",SAMN24016585,near-complete,linear,flye-contigger NBC_01424,6,0,0,8154986,8510727,61x,13280,549676990,4813043,2,7580,7341,"6, 6, 6 (5S, 16S, 23S)",69,71.27,354,349,5,2,0,356,,,Streptomyces,Streptomyces microflavus,,Streptomyces microflavus,GCA_026340135.1,Contig,JAPEPL000000000,undefined,NBC_01424,Streptomyces microflavus,custom
NBC_01428,Streptomyces,sp.,CP109499,SAMN24016586,chromosome,linear,npgm-contigger NBC_01428,1,0,0,9077533,9077533,59x,18768,550233127,3388007,667,7873,7676,"6, 6, 6 (5S, 16S, 23S)",72,71.47,355,352,3,1,0,356,129976.0,,Streptomyces,Streptomyces sp002078175,,Streptomyces sp002078175,GCA_036231965.1,Complete genome,undefined,1,NBC_01428,Streptomyces sp. NBC_01428,custom
NBC_01429,Streptomyces,sp.,CP109599,SAMN24016587,chromosome,linear,flye-contigger NBC_01429,1,0,0,8078361,8078361,229x,17771,1881310828,4081241,261,7082,6770,"6, 6, 6 (5S, 16S, 23S)",69,71.27,354,353,1,1,1,356,5101.0,,Streptomyces,Streptomyces sp.,sp_mash_146,Streptomyces sp. (sp_mash_146),GCA_036231945.1,Complete genome,undefined,1,NBC_01429,Streptomyces sp. NBC_01429,custom
